title,content,comment
이제 막 모코코 딱지 뗀 뉴비 입니다!,재련보조재료는 몇강부터 쓰는게 맞나요? 그리고 항상 강화할때마다 풀숨으로 강화하나요? 금방 동날것같은데..,"재련보조재료는무기에만풀숨하시면됩니다, 계속해서키우실생각이있다면가장좋은건아브계승후무기에쓰는게가장이득이긴합니다., 전방어구에는사용하지않고무기에만사용했는데요1445이후부터사용했습니다"
뉴비 카드 질문 있숩니다,완전 뉴비라 정말 많이 몰라서요!!퀘 진행하다보면 소지품창에 일반카드나 희귀카드나 전체카드팩도 있는데 지금 소지품이 터지려고 해서요이거 그냥 다 등록해도 문제 없는 건가요?? 직업은 블래이드고 현재 레벨 164입니다!(템레벨로 따지는거 맞죠??!),"네얻을때마다등록하셔도되는데그럼보관함이부족하게될거에요.삭제하지마시고보관함확장해서계속갖고있으래요.도감모으면특성인가성향도얻을수있어서요, 다등록하셔도상관없는데(오히려좋습니다.)하지만카드보관함이모자를껍니다.크리스탈로최대치를늘릴수는있지만뉴비가돈이어디있어서크리스탈로늘리겠습니까., 부케릭하나생성해서거기에창고에다가쌓아두시고필요한카드들예를들어초보때필드보스2,무기여잘있거라(최대hp증가)라던가남겨진바람의절벽,세상을구하는빛,침묵하는거인의숲,살아서다시보길바란다등이거빼고창고에쌓아두시면되요, 오호답변감사합니당!!!🙈"
뉴비 점핑안해도 겜하는데 문제없을까요?,"오베때 사전예약만 해놓고 안했는데잠깐 해보려니까 해킹 매크로사용으로 이용정지되있어서 그냥 계정 삭제했구요다른 계정만들어서 점핑 하려니까 이녀석이 이미 사용했네요(2개다)제 명의로는 어차피 점핑 못받을것같고1렙부터 키워도 큰 문제 없을까요?그리고 과금 안해도 괜찮을까요?덤으로 지금 선택가능한 서버랑, 전직도 추천부탁드립니다! 시작은 마법사로 하고싶습니다","가능하면너무인구많지않고재밌는캐릭으로요!, 점핑못받으신다했는데스익은가능하신지요?스익가능하시면스익으로하시고아니면1부터키워도되는데좀많이오래걸리실껍니다.여유가되신다면베른패스정도는사주시는걸추천드려요, 과금은안해도천천히하신다면야충분이즐기실수있고요.지금서버는카단이랑니나브정도만생성가능한걸로알고있습니다., 실례지만스익이뭔지모르겟습니다,;;어디서확인하나요?ㅠ, 스토리익스프레스말하는거에요, 마법사로하고싶다고하셨는데마법사면바드,아르카나,서머너,소서리스인데소서리스는인구가많고재밌는케릭은사람마다달라서굳이추천하자면서머너추천드려요, 스토리익스프레스고게임들어가셔서오른쪽상단미니맵에보면선물상자아이콘있는데거기누르시면가능한지있을꺼예요, 아확인했습니다하이퍼는레벨이부족하다고뜨고,스토리는가능하네요!, 가능하시면스토리익스프레스적용하시고즐기시면1302까지올리실수있을거예요.즐로아하세요, 서모너하기로했습니다!!감사해요, 올리시고하이퍼익스프레스도적용가능하시다면더좋을겁니다"
뉴비인데,친구들이랑 할려고 실리온서버를 플레이하려하는데 서버가 카단 니나브밖에 생성이 안돼요어떻게해야하나요,"지금은서버생성제한이라니나브나카단에서같이하실꺼아니면어렵네요, 그래도군단장이나주요컨텐츠는서버상관없이같이할수있어서그점참고하세요, 풀어줄때까지생성못합니다.경매장,파티플레이등은서버통합이니니나브나카단에서생성하셔서나중에서버이전같은거하면그떄기회노리시면됩니다.대신서버가다르니필드에서못맞나고길드도같이못들어갑니다.로아톡이라고카톡처럼채팅할수있는시스템은있으니게임내에서채팅은가능"
뉴비 버서커  장비관련 질문드립니다ㄷㄹ,스익 중인데 욘퀘스트 깨니까 믿음8강을 받았습니다.그런데 페이튼부터 차원장비 파밍해야한다고 하는데파밍하고 1부터 다시 강화해야하나요? 믿음8강은 퀘스트로 받은거라 계승?인가 그게 안될거같은데... 지금부터 장비를 어떻게 맞춰야 하나요???,"아뇨맞습니다그장비를카던돌아서제련&lt;&lt;검색해서강화상인한테투척해서15강까지업글하시고지역넘길껍니다, 감사합니다!!, 스익중이시라면욘장비받으신걸로페이튼미시고+15강화까지해주시면파푸니카가실수있습니다, 파푸니카까지다미시면그때서파푸니카카던을돌고장비를얻으신후에장비를계승시키면1302가되고그장비를또+15강화하신후선택,예정,냉혹(아르고스장비)로계승하시면됩니다, 욘퀘스트로받은장비도계승이되나요??"
뉴비바드 쿠크 3넴까지 갈 수 있는지 여쭤봐요,"구동 급타 스위칭까진 마련했고,,,근데 반지 품질이 넘 신경쓰여서 ㅠㅠ 괜찮을지 모르겠어요,,","가능, 아무문제없음, 충분한데....너무높게잡으실려하시는듯...."
하익 1415뉴비 도와주실수 있으신분..,이번에 로아처음 5일차인데 하익으로 골드조금사서 1415를 찍었는데요 각인 원예타아피 33331로 맞춰보려는데 유튜브봐서 좀 이해는했는데 돌이랑 악세를 어뜨캐 조합해야할지 특성은 뭘사야하는지 뇌정지가와서 혹시 시간되시는분 디코로 좀 알려주실수 있으신분 계신가요 ㅠㅠ 주변에 아무도안해서,"건슬은좀애메한데치특신다올려서어떻게하실지는미리생각해두신게있나요?, 치명/특화목걸이,귀걸이2개치명,반지1신속,반지1치명이거나목걸이특화를신속으로바꾸고반지에서특화가져가는방법정도, 특화없이치신으로갈라는데스킬조합까지생각하니혼자하니골드페온만날릴까봐두려워서글써봤습니다ㅠ, 치신이면1:1로가신다는거죠?, 그러면목걸이치/신귀걸이치명1신속1,반지치명1신속1,치명이나신속더주고싶으신거있으면귀걸이에치명2,반지에신속2이렇게하시면될꺼같네요, 아이스팽이라는거아시나요?, 게임접속중이시면,한밤중에서커스리허설&gt;딘마파티로오시면세팅하는거도와드릴께요, 네어제들어가봤는데복잡하더라구영뭔지는알아욥, 아제가베른남부지금아직하구있어서군단장방은못들어가는데ㅠㅠ, 건슬치신반지나귀걸이에서하나만가져감, 아그럼파푸니카카오스던전으로만들어드림, 정보감사요, 그럼목걸이랑반지or귀걸이에서하나군요"
뉴비입니다 성향올리는 팁 없을까요ㅠ,"안녕하세요 뉴비입니다.호감도퀘가 떳는데 모든성향 220이상 이여야지 된다는데 저는 대충220,130,160,200이정도네요 풀압타입니다성향을 올리는 좋은 방법좀 알고싶은데 팁좀 부탁드립니다ㅠㅠ","모험의서를하시면됩니다.정확히는호감도랑숨겨진이야기쪽.그외에특정성향을올리고싶다하시면alt+D눌러서필요한성향을검색하시면얻을수있는호감도물약쭉뜰겁니다.어디서얻는지찾아보시고얻으세요., 성향은보통내실이해결해주는식입니다.1.모험의서대략70퍼까지밀기(이때숨겨진이야기위주로밀기)2.푸른바람의섬퀘밀기3.섬돌아다니면서해당섬의짤막한퀘들깨기이런식으로성향을올립니다.돈으로사거나할수있는부분이아니라...ㅠㅠㅠ, 내실, +호감도요구수치낮은npc들호감도올리면성향조금씩오름특히매력이이쪽에서많이오름성향올리는섬중에푸른바람의섬이성향되게많이올려줌, 미니맵하단아이템사전에서증가물약검색하시면본인이획득한물약이랑아직미획득물약체크가되있어요.그거체크안되있는거찾아서하십쇼."
1일차 뉴비입니다...ㅠ,"유튜브나 그런곳가서 보면 막 각인,돌, 이런것들 많던데 그런거는 언제부터 해야하는건가요? 35레벨인데 일단 만렙찍는게 우선인가요? ","35렙이시면파푸니카까지대륙스토리미는걸중점으로두고하시면됩니다.돌각인악세는그뒤이야기입니다, 스킬트리같은것도일단만렙찍고생각하는게맞는거죠??, 전투레벨50부터말하는기능들을쓰는거라보시면됩니다.아마아르데타인다끝내고베른북부갈때면50레벨됩니다.유튜브에소개된직업별각인,돌,악세는한참뒤에파푸니카다밀고나서보시면되구요,스킬트리들은전투렙50정도해놔도얼추따라할수는있으니참고해서써보시면됩니다., 감사합니당!"
1일차 뉴비입니다.,직업은 데모닉으로 정했고 현재24레벨 107.5 레벨 입니다!스토리 익스프레스로 하고있는데 지금은 그냥 다른거 필요없이 롤플레잉 게임하듯 1302까지 쭉 하면되는 부분인가요?~ 퀘스트는 메인퀘스트만 하고 가끔 돌발퀘스트뜨면 해주고있습니다.그외..하다보니 재미있어서 과금도 생각하고있는데 기본적인 과금추천이 있을까요 국민과금이라던가.. 그런게 있나요?,"아바타나펫외형맘에드는거사는거아니면메인퀘구간에서살거없음일단1302찍으시고1302이후에골드나재료부족하면그때돈쓰시면될듯, 감사합니다."
"뉴비 직업,전투 각인 상자 주머니 질문드림!",스토리 밀면서 하는중인데 인벤에 각인 선택 상자랑 주머니가 쌓이는데각인 추천좀 해주세요 뭘로 선택해야할지 하나도 모르겠음 ㅠ직업은 건슬입니다,"음우선은각인책은고급(초록)희귀(파랑)영웅(보라)전설(노랑)순으로20개씩읽어야활성화가되는데요보통딜러들은원한,예둔위주로읽습니다하나선택하셨으면고급은원한희귀는예둔이런식으로핑퐁핑퐁하지마시고쭉원한만20개씩까서활성화시키시구요직업각인은보통건슬은피스메이커가메인인데후반부각인세팅에는피스메이커책을읽지않는세팅으로가는경우가많기때문에거래가능한각인서면그냥비싼거검색해서파셔도됩니다, 보통원한예둔/피스메이커확인!정말감사합니다"
점핑 뉴비 성향 질문있습니다,성향이 많이 낮아서 퀘스트 에포나 등으로 올려야할거같아서 알아보니모험의 서 등등 많긴한데 점핑하면 파푸 전 대륙은 서브퀘들이 다 깨져있으니 안해도 된다는데점핑캐라 무슨 대륙을 거쳐왔는지 하나도 몰라서요..파푸 베른 대륙의 서브퀘만 다 하면 되는건지모든 대륙 보이는 퀘는 다 해야하는건지 궁금합니다,"성향올리기는모험의서랑평판에포나호감도추천.점핑권쓰면파푸니카베른로웬을뺀나머지스킵했다고보시면됩니다., 서브퀘는파푸베른로웬위주로노란퀘들깨주면되나요?그외대륙들은노란퀘다무시하구요??, 모험의서100퍼찍으려면다른대륙노란퀘다하셔야함.내실귀찮으면무시하셔도괜찮음.나중에호감도작할때성향컷걸리는건호감도스킵가능하니까요, 대륙전부하는게좋음캐릭하나는서브퀘나연결되는거꽤있음, 이해가잘안되네요..일단파푸베른로웬을우선으로노란퀘는다하고그외대륙은시간나면틈틈히하면되려나요"
뉴비 로아샵 질문,명파석이 부족해서 로아샵에서 패키지 하나 결제하려고 합니당..어떤게 효율이 좋은지 질문드려여ㅠㅠ,"명파는마리샾꾸준히사는게좋아요, 로아와&lt;&lt;이거검색해서사이트들어가시면마리샾이득인지손해인지정리해둔표실시간으로올려줍니다"
뉴비 질문...,이제 막 1465찍고 33333맞추려구 골드 모으고 있는데 부캐에 써둔 하이퍼 익스프레스 때문에 부캐 템렙 올리기는 해야되는데 33333을 먼저 맞춰야 될까요 아니면 부캐 템렙 올려서 하이퍼 익스프레스 보상을 받는게 나을까요..,보상먼저받으시고그다음에33333맞추신후쿠크가시는게딱맞을것같아요!
로스트아크 생뉴비직업 추천좀해주세요,게임 처음하려하는데 직업이 너무많아서 점핑권?그거써볼려고하는데딜러 하고싶은데 뭐가 좋나요??,"유튜브영상보고점핑하나먼저만들지말고캐릭하나생성해서굴려보세요직접플레이하는거보고싶으면유튜브게임하는인기이분이발탄캐릭마다도는거영상도있음, 인파/디트/블래/리퍼정도만거르면무난함기공사까지?ㅇㅇ, 창술사해보고싶은데점핑권쓰지말고일단렙1부터하면되나요?, 점핑권쓰세요스익해도괜찮긴한데(한번도안해봤으면)시간이쫌걸려요시간으로대충20~30시간?뉴비한텐스익보상도괜찮긴한데하익보상이더중요해서(1445찍기)하익부터챙기는거추천창술사괜찮아요딜이엄청나게쌘건아닌데육각형딜러라, 딜이쎈케릭은누구인가요?, 소서가제일무난하게쌤세팅은어느정도되야하지만광기버서커도괜찮은데뉴비가하기엔선딜후딜이길어서비추배럭구간(1460이하구간)은충동데모닉도엄청좋음, 감사합니다"
이제 막 입문한 뉴비인데 과금 관련해서,이제 막 입문한 뉴비입니다지금 유튜브 같은거 찾아보면 점핑권 쓰고 하이퍼 익스프레스로 1445 찍으라고들 많이 하시는데파푸니카 퀘를 꼭 다 밀어야하나요?과금으로 엔딩급까진 아니더라도 템렙 높은 장비셋팅으론 바로 갈 수가 없나요?단순한 rpg게임들만 해와서 그런지 로아가 상당히 복잡하고 어렵게 느껴지네요과금을 충분히 해서 귀찮은것들은 다 스킵하고 시간을 아끼는 스타일로 rpg게임을 즐기는 편이라충분한 과금으로 시작한다면 뭘 해야하는지 알려주시면 감사하겠습니다!,"파푸니카는밀어야3티어컨텐츠들이될걸요?파푸니카점핑권쓰면파푸까지밀리는지는잘모르겠고, 그리고이겜은내실이라불리는수집or퀘스트들에서얻을수있는스펙들도무시못해서과금으로템레벨올려도비슷한수준에서는약할수밖에없긴함제일차이나는게스킬포인트라서대신스킬포인트,스킬룬정도만얻어놓으면돈으로쉽게올라감"
안녕하세요 오늘 시작한 뉴비 질문있습니다,"힐러가 하고 싶었는데 첫 캐릭은 딜러를 하라는 팁(?)들을 보고 건슬링거로 시작했습니다스토리 익스프레스 설정으로 이제 프롤로그 완료하고 천천히 해볼 생각입니다과금이 굳이 필요없다고는 하시던데, 혹시 뉴비에게 꼭 필요하거나 도움이되는 과금 같은게 있을까요? ","우선스익다미실때까지는과금안하셔도됨, 3티어진입하고나서성장좀빨리하고싶다하시면그때골드나패키지사시면될듯, 두분답변감사합니다, 시작하고1달이내에구입가능한스타터패키지선박스킨에르미다의노래비프늘려주고귀환쿨줄여주는베아트리스의축복"
뉴비 질문드려요,길 가다가 채집물들 캐는게 좋은가요?아님 걍 무시인가요?,"생활의기운이일정시간마다다시차기때문에쓰시는게좋긴합니다, 무시하고한번에기운어느정도찼을때한번에하긴하죠.뭐중간중간캐도되긴하는데자기맘이죠뭐ㅎㅎ"
뉴비 도화가로 시작해도 괜찮나요?,서폿으로 시작하면 힘들다는 얘기를 얼핏 들어서...,"첫캐릭은딜러추천이지만대체로본인자유입니다그래서전상향받기전의디트,스커로시작했죠, 서폿으로힘들지않은데악세가비싸서"
뉴비 성향 질문드려요,안녕하세요 로아 뉴비 입니다아바타 상자들을 받앗는데 성향이란게 다 다르더라구요 잔재블레이더 인가 그걸로 하려고 육성중입니다아무 아바타나 받아서 껴도 상관 없나요 ? 아니면 성향을 신경 쓰면서 아바타도 골라 입나요?,"성향은npc호감도액션,퀘스트등을하는데쓰이는스탯입니다게임플레이에는전혀지장이없으며성향에대한건https://www.inven.co.kr/board/lostark/4821/77365이쪽을참고해주세요, 감사합니다혹시엔피시한테자동이동하는버튼이나그런게없나요?, 비프로스트라고비슷한게있습니다원래천천히스토리보라고만든내실이므로시간천천히들여서하시는걸추천드려요"
뉴비 직업추천,로스트아크 시작한지 얼마안된 뉴비입니다 직업을 키울때 딜러하나 서포터 하나 키우고 싶은데 서포터로 좋은 직업이 뭐가 있나요? 꼭 서포터가 아니여도 얘랑 있으면 든든하다 딜이 좋다 하는 직업 있을까요?,"1.국밥워로드,버서커,애니츠2.원딜서머너,블래스터3.변신스카우터,데모닉4.서폿(단,요즘서폿대란이라비추천)딜이좋나,시너지가좋나같은것보다얘가누킹인지지속딜인지부터확인하시는게좋아요플레이스타일이완전히달라집니다, 서폿은첫캐로추천드리지않습니다딜러중에파티에큰도움이되는건전태로드입니다.딜이완전약하지는않고요어느정도나오며파티에서폿다음으로큰이여를하는클래스입니다.던점으로는이동속도가느리고백점프입니다.하지만익숙해지면괜찮으실거에요딜러로추천드리는건창술사충모닉버서커소서리스추천드립니다."
입문 뉴비 데모닉 vs 블래스터 추천해주세용,직장인이라 부캐는 못할거같구... 천천히 즐기면서 하려고하는데 둘중에 잼나고 좀 시원시원한거 추천부탁해용,"당연히충모닉을추천드립니다시작단계에서보석2개와도시락비용면에서매우탁월한선택이며빠르고타격감과벨럭스가큰육각형입니다유일한단점은스킨과상호작용시너지도둑이라는점빼고는,,,대신처음접하는유저시라면룬작업은필수로하셔야해요, 충"
1주일차 뉴비 직업 추천좀여,지금 본캐 디트는 스토리 다밀고 하익 시작했고처음에 맛만보고 접을거 같아서오 도화가 점핑했다가 노잼이라 짱박아두고시즌1때 키웠던 직업인 인파 점핑해놨는데예전에는 못느꼈는데 인파가 범위가 작아서 그런지 사냥이 귀찮더라고요...혹시 부캐 키울때 다 필요없고 사냥은 겁나 편하다 싶은 직업이 뭐가 있을까요?가능한 아이덴티티 간단하거나 쉬운 직업으로 추천좀요블래 고려중이긴해요,"소서편해요, 소서도한번키워봐야겠네요, 카던/가디언토벌/레이드뭘기준으로따지느냐랑정확히원하는게범위넓어서한번에파팍정리되는걸원하는건지말을해야쉽게가능총합적으로편한건워로드, 스토리,카던기준이영!초반이잼있어야후반까지키울거같아서요"
서버 아이템 이동 뉴비 질문드립니다.,다른 서버가 있으면1서버 : 아이템+각인템+아바타상자+아바타아이템 등이 있어요.여기에 있는 아이템을 다른서버의 유저or부캐로 보낼 수가 있나요?다른서버에서 새롭게 시작했는데 본서버에 있던 아이템들을 가져오고싶은데 말이에요!가능하다면 어떤어떤 아이템까지 보낼 수 있나요?,경매장거래밖에답없습니다근데경매장은최저가순으로털리는거라기존서버에있는걸모두판매후골드로환산해옮긴서버의캐릭터로1~2티어보석류를비싸게올려기존서버캐릭이사주는방법다만주의해야될게그런거노리는양아치들도있어서3만골을옮기고싶다.하면시작가와즉구가를비슷하게해야합니다29971/29983이런식으로시작가즉구가를올려서거래를해야함
1455 뉴비 보석 관련 질문합니다.,"행님들 실수로 7lv 보석 만들다보니 보석칸에7lv(홍염) 2개 나머지 6lv, 5lv 각 보석 하나 인상태인데.일단 lv5보석 다채우고 그후 여유되는걸로 6lv 만들면서 하나씩 바꾸는게 좋을까요아니면 그냥 될 때마다 계속 보석 만들면서 보석칸 비게 하는게 좋을까요?뉴비라서 힘드네;;; 목표는 lv7 보석 올장착인데;;","5렙둘둘이라도하세요;비워두는게더손해죠뉴비든뭐든저같음당장7렙하나빼서나머지5렙에보석채우겠습니다서포터도홍염둘둘인데딜러가빵꾸나있으면전무조건거를듯, 본인이올7렙목표라면쓰는홍염멸화둘둘해둔상태에서5렙팔아서7렙살골드모으거나보석천천히모은다음7렙달성하고보석변환한두번눌러보고나오는것들위주로바꾸다가몇개안남으면골드수급후7렙으로바꾸겠습니다나오는5렙은팔거나7렙합성용"
뉴비 충모닉 vs 유산스카 뭐가 나을까요?,둥다 가성비 좋고 쉽다는데...,"충변신시피회복아드물약활용?, 안정성은유산슼,좀더공격적인롤은충모닉, 둘이컨셉이나스킬이달라서영상보시거나체험의방해보시는게, 근데마음이시키는걸하는게맞는듯..., 남캐좋아하면유산슼여캐좋아하면충모닉추천ㅎㅎ, 둘다키우고하브다니고유슼이본캐임하브직전까진유슼이좀더성능적인면에서우위라생각했음근데하브내부가는데한대맞고쉴드다까져서강제변신해제되는거보고현타와서충모닉다시더예쁘게맞추는중고점도충모닉이더높기도하고재미도더있음유슼은ㄹㅇ안정성자유로운포지션딱하나좋고나머지무력이동기부파타격감지극히개인적인재미는충모닉이압승.충모닉인간폼에피면이동기도있음연아의트리플악셀개꿀잼, 딱봤을때더끌리는거하세요.셋팅비는둘다고만고만하게비싸고보석에들어가는셋팅비는확실히저렴합니다.극특화셋팅인것도동일합니다.둘다포지션잡기자유롭고피회복이나쉴드같은걸로상당히안정적이고좋습니다.카던에서도좋고보정컨텐츠에서도둘다좋은편입니다.1580충모닉1550유산본부캐로키우는데둘다나쁘지않아요.충모닉은근접딜러이고유산은원근딜러라서유산이처음에더편할수도있어요.저점은둘다높고고점은유산이조금더높은느낌이긴합니다.동일한레벨대보다높은사람이랑가도비등하거나딜로이긴적은유산이훨씬더많습니다.셋팅따라시너지따라서달라지긴해요, 33333(333321)셋팅비는유산스카가훨씬저렴합니다.3333수준에선둘다비슷하구요.둘다입문캐릭으로매우좋습니다."
시작한 지 얼마 안 된 뉴비가 바드 육성에 질문이 있습니다,"안녕하세요, 시작한 지 이제 1~2주 정도 된 뉴비 입니다.로아를 친구 추천으로 시작하다가 스토리도 취향 저격이고 게임 자체도 되게 재밌어서 현질 까지 해가면서 팍팍 올라가면서 상위 컨텐츠도 즐겨보려고 하는데 각인이나 특성 등 신경 써야 할 게 많더군요. 어찌어찌 현금 박치기 해가면서 1415 까지 맞춰줬는데 인터넷 등에서 각인이나 특성을 맞춰가면서 짜봤는데 지금 제가 가는 방향이 맞는지 잘 모르겠네요. 지금 세팅이 괜찮은가요? 문제가 있다면 수정해야 할 부분이나 앞으로의 방향성을 어떻게 잡아야 하는지 조언이 필요합니다.","특성합이좀낮으신것같긴합니다체력도낮습니다4444나44441각인을하시려면절구+9를2개쓰시는게더저렴했을수있습니다중갑3전문의1보다전문의3증갑1이더낫지않았을까싶긴합니다근데지금저세팅보다엉망인상태로파티지원하는서폿들많으니당장돈들여서뜯어고치진마시고아르고스발탄다니시면서레이드에익숙해지고재미붙이시고골드모아서내실쌓으시다가쿠크쯤가실때다시손보시는게좋을것같습니다, 각인맞추는데혈안이되다보니특성을생각못했네요;일단말씀대로내실하면서자원많이모아놓고레이드기믹숙련하고군단장이후부터다시짜봐야겠네요.조언해주셔서감사합니다!, 펫으로자기가원하는스탯10퍼올릴수있어요물론가ㅊㅑ긴한데확률낫배드라할만합니당"
뉴비 서버 질문좀요!,서버가 너무 많은데 어디로 가야 할까요...?예전에 잠깐 만든 계정이라루페온 / 카단 / 실리안 / 카마인 / 아브렐슈드이렇게 있네요....거래는 통합인거 같은데 레이드나 파티 모집은 같은 섭내에서만 가능한거죠?,다전섭통합인대요그리고섭은단한번도통합도안하고서버생성제한풀린적이없는루페온나머지는취향이긴한대그렇다고시골섭은아님유입된유저들이많아서
뉴비 질문좀,스익인지 하익인지 이거 한캐릭에 다하면 안됨?스토리 밀면서 모코코이거 안캐도 된다는데 지인이 나중에 필요해지면 그때가서 하면된다함 맞음?,"한캐릭에스익으로파푸까지민다음하익적용해도됩니다점핑만적용안하시면됨.점핑먹이면스익보상못받아요, 어…?점핑이미해버렸는데요?지금그뭐냐노란양갈래머리?족장스토리밀고있어요…"
뉴비 직업 추천 좀요,서폿하고 싶은데 인식 괜찮나요?서폿 중에 하나만 골라주세요~~,"바드, 홀리"
완전 쌩뉴비 시작하려고 합니다,혹시 하익 지금부터 하루에 1~2시간씩 할려고 하는데 혹시 기간안에 가능할까요???,"이벤자체는한달반정도남아서널널한데하루1~2시간은좀짧네요주말단위에좀더시간쓰신다면혹은과금좀하신다면가능할거같아요, 앗감사합니다그래도무과금으로일단한번해보려고요, 가능하죠, 감사합니다~~, 가능합니다.전스익1주,하익2주걸린듯요.성장최적화루트로만플레이하시면하루1~2시간이면충분해요.다만생뉴비라하셨으니유투브에뉴비영상찾아보셔야할겁니다.일단가디언토벌2회카오스던전2회를최우선으로하시고,동시에남는시간으로최대한빨리파푸니카베른남부퀘스트완료하셔야합니다.받은장비골드,재료되는대로무기우선으로강화하시고다15강까지했으면템렙1370돼요.플레이시간이제한적이니아르고스는그냥버스타셔야합니다.버스두번(2주)하면전설장비얼추맞추실거고,모자르면경매장에서구입하면됩니다.기존장비를계승하면전설6강장비가됩니다.이제다시전설장비를15강까지강화하면1415가됩니다.서커스리허설,발탄노말버스탑니다.17강까지강화하면1445하익완료입니다.무슨말인지지금은이해안되시겠지만진행하시면서제댓글참조하시면도움될거에요.딱가이드라인이라서.하나걸리는건내실채울시간이없기에,강화운이정말안좋으면17강달성이안될수도있는데이때는어느정도현질하면해결됩니다.(3~4만원아래?), 제가봤을때는널널하니,여유롭게즐기셔도될듯해요.아마전설15강까지갈때즈음한번,17강올라갈때쯤한번골드없어서막힐텐데..시간여유가있으면비탄의섬에서전설각인서두개(약2.6만골)권좌의길22층전설각인두개이렇게해서골드수급을하곤합니다.끝까지해보시고안될것같으면소과금으로행복로아하시면되쥬!"
1430찍은 뉴비 충모닉 입니다. 카드 질문이 있습니다.,현재 세구빛 카드가 다 모여서 (7장) 착용중인데 현재로써는 그냥 착용안하고 아크 6세트 착용하면되나요?아니면 그냥 세구빛 (0각성) 6장 착용하는게 좋나요?남바절은 카드가 부족해서 착용을 못하는데 ...,"남바절12각전에는대충트리시온6이나필드보스6같은거아무거나끼고계시면됩니다.어차피남바절미만잡이라뭘끼든사람들신경안써요., 감사합니다!, 비아노말가실때만세구빛6셋가져가시면2,3넴에서뎀감효과많이보실수있어요그외컨텐츠에서는윗분이말씀하신대로"
1370 뉴비 소서 전설 장비,"안녕하세요 로아 처음 하는 1370 뉴비 소서입니다올라가려면 전설 장비를 맞춰야 하는데 잘 모르겠어서요 ㅠㅠ1. 전설장비 선택4 예정2로 아무거나 맞추면 되나요?2. 현재 아르고스 버스 타서 선택 2개 혹은 예정 1개 만들 수 있습니다!어떤 부위를 만들어야 하고 그 외의 것은 경매장에서 품질 등 비교하면서 사면 되나요?3. 악세사리 지금 안 맞춰도 되는 건가요?4. 각인은 1370 때 어느 정도가 좋나요? (31,331,333 등)","유물장비를아마악몽가실텐데이경우엔장갑견갑을예정으로하시는게좋아요유물장비맞출때보통뿔로만들수있는부위보다날개로만들수있는부위제작에시일이훨씬걸리기때문에날개로맞추는부위중에서두부위를예정으로하시면됩니다4유물2예정으로있는시간이꽤있으니까요전설장비품질은하등신경쓸필요없으시고굳이신경쓰면초록색정도만되면충분합니다어차피유물장비때초기화라서부위우선순위는큰의미없고경매장에서가격비교하고직접만드는거랑사는거뭘로해야유리할지따져보시면됩니다요새전설악세많이생략하는추세에요대신아르고스직접트라이는1415넘어서할수있겠죠가디언토벌도이그렉시온잡아야하고1415가서유물장신구로3333하는걸추천하긴하는데전설악세맞추는데골드자체는거의안들어서이벤트로받은페온이좀된다싶으면맞춰도되긴합니다333보통할텐데이구간333으로아르고스잡는파티수도거의없고다버스타서1415넘어가려고해서...어지간하면스킵하는게나을것같네요, 혹시직접만드는것과사는것의차이점이직접만드는거는스텟랜덤으로나오는거고사는거는페온,골드소모해서좀더나은스텟얻는게맞을까요?아르고스3주동안본다고했을때굳이사지않고제작해서가서나중에유물에쓸페온아끼는게나을까요?긴답변정말정말감사합니다ㅠㅡㅠ아무리찾아봐도자세한게안나와있어서모르겠었거든요친절히답해주셔서감사합니다!!, 1.전설장비예정2선택4가무난합니다.간혹어차피유물방어구갈꺼니까선택6하라는사람들있는데모코코가1445가는게쉬운것도아니고그냥본인입장에서무지성으로뱉는말이니무시하셔도됩니다.1445바로가시더라도유물방어구제작하는재료모으려면몇주걸리니예정2선택4로채용하시는게좋아요.치명타확률+15퍼2.부위는어깨견갑예정/나머지4부위선택정도가무난합니다.유물방어구제작하려면뼈251010/날개101010필요한데비아키스재료인날개가발탄재료인뼈보다모이는양이적기때문에보통뼈45개랑날개10개모아서악몽4셋을먼저만들어서악몽4예정2를사용하다가악몽6으로완성합니다.그래서날개가10개씩드는어깨와견갑을예정으로맞춰주시는게좋습니다.3주정도아르고스버스타시면서전설풀셋하셔도되고너무오래걸린다싶으면경매장에서나머지부위들구매하셔도됩니다.3.악세사리는1415때맞추시는걸추천해요.딱렙땐딱렙의재미가있다고들도하는데페온값나갈거생각하면안맞추시는게맞습니다.1370떄333정도맞춰바야가는거아르고스인데어차피아르고스는1415때트라이로가도재밌습니다.딲렙끼리트라이가면엄청딜찍도안되고요.1415때셋팅합시다.4.1370-1415구간은33정도만맞춰도무난합니다.환류나점화9까지읽으시고나머지하나는원한9정도?아르고스도셔서나오는악세에직각3붙어잇으니두부위장착하시면직업각인은9+3+3으로15되서3렙활성화될테고남은악세3부위대충합쳐서원한6이면9+6으로원한도3레벨활성.직각3원한3정도면무난하게플레이가능합니다., 아하그러면빠르게가지않을거라면3주아르고스버스타서전설장비제작하는게훨씬이득이겠네요!긴답변정말감사합니다도움많이됐어요!!!, 악몽셋쓰실텐데장갑견갑예정2셋쓰고선택4하세요"
